scenario,geology,alpha,policy,years,epochs,repetitions,honest_expected_deposits,attack_expected_deposits,delta_N,delta_N_standard_error,delta_N_ci95,relative_supply_elasticity,attacker_associated_delta_N,attacker_associated_delta_N_standard_error,attacker_associated_delta_N_ci95,net_attacker_associated_delta_over_global_delta,expected_eligible_attacker_events,expected_forfeited_bitcoin_rewards_R,expected_net_fixed_height_reward_shortfall_R,expected_additional_network_valid_solution_intervals,expected_attacker_share_of_additional_hash_intervals,expected_zero_cost_all_discoveries_omissions,R_per_expected_extra_deposit,value_capture_proxy_if_attacker_exits,value_capture_proxy_if_hash_share_maintained,value_capture_upper_bound,gross_budget_cap_R,gross_budget_utilization,threshold_value_over_R,threshold_capture_fraction_assumption,warning,matched_control_budget
B-historical-like-growth,c10-eclip,0.2,all-discoveries-public-lock,1,26,4096,0.697509765625,0.697509765625,0.0,0.0,"[0.0, 0.0]",0.0,,,,,0.003662109375,0.0,0.0,0.003662109375,,0.003662109375,,0.0,0.2,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
B-historical-like-growth,c10-eclip,0.2,all-discoveries-public-lock,4,104,4096,3.513671875,3.5224609375,0.0087890625,0.0017553730444327628,"[0.005348531332911785, 0.012229593667088215]",0.0025013896609227346,,,,,0.03662109375,0.0,0.0,0.03662109375,,0.03662109375,0.0,0.0,0.2,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
B-historical-like-growth,c10-eclip,0.2,all-discoveries-public-lock,10,261,4096,9.2568359375,9.323486328125,0.066650390625,0.005376211787859609,"[0.056113015520795166, 0.07718776572920483]",0.007200126595632451,,,,,0.1015625,0.0,0.0,0.1015625,,0.1015625,0.0,0.0,0.2,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
B-historical-like-growth,c10-eclip,0.2,all-discoveries-public-lock,25,652,4096,23.072509765625,23.28857421875,0.216064453125,0.012011058437090083,"[0.19252277858830344, 0.23960612766169656]",0.009364583884450559,,,,,0.2587890625,0.0,0.0,0.2587890625,,0.2587890625,0.0,0.0,0.2,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
B-historical-like-growth,c10-eclip,0.2,all-discoveries-public-lock,50,1304,4096,46.181884765625,46.654296875,0.472412109375,0.020948745351859633,"[0.43135256848535514, 0.5134716502646449]",0.010229381320673924,,,,,0.52880859375,0.0,0.0,0.52880859375,,0.52880859375,0.0,0.0,0.2,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
B-historical-like-growth,c10-eclip,0.2,all-discoveries-public-lock,100,2609,4096,92.31640625,93.299072265625,0.982666015625,0.03492044339461982,"[0.9142219465715451, 1.051110084678455]",0.010644543646595861,,,,,1.077392578125,0.0,0.0,1.077392578125,,1.077392578125,0.0,0.0,0.2,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
B-historical-like-growth,c10-eclip,0.2,omniscient-hard-ceiling,1,26,4096,0.697509765625,26.0,25.302490234375,0.012179711181495802,"[25.278618000459268, 25.326362468290732]",36.27546377318866,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
B-historical-like-growth,c10-eclip,0.2,omniscient-hard-ceiling,4,104,4096,3.513671875,104.0,100.486328125,0.019901364789186683,"[100.44732145001319, 100.52533479998681]",28.598665925514176,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
B-historical-like-growth,c10-eclip,0.2,omniscient-hard-ceiling,10,261,4096,9.2568359375,261.0,251.7431640625,0.031198263600708074,"[251.68201546584262, 251.80431265915738]",27.19537925941555,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
B-historical-like-growth,c10-eclip,0.2,omniscient-hard-ceiling,25,652,4096,23.072509765625,652.0,628.927490234375,0.05404913405247778,"[628.8215539316321, 629.0334265371179]",27.258737632929474,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
B-historical-like-growth,c10-eclip,0.2,omniscient-hard-ceiling,50,1304,4096,46.181884765625,1304.0,1257.818115234375,0.0776099075094698,"[1257.6659998156565, 1257.9702306530935]",27.23617976221314,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
B-historical-like-growth,c10-eclip,0.2,omniscient-hard-ceiling,100,2609,4096,92.31640625,2609.0,2516.68359375,0.11249394186370401,"[2516.4631056239473, 2516.9040818760527]",27.261498751745442,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
B-historical-like-growth,c10-eclip,0.2,public-lock-budget-1R,1,26,4096,0.697509765625,0.697509765625,0.0,0.0,"[0.0, 0.0]",0.0,-0.00048828125,0.000345224823286452,"[-0.001164921903641446, 0.00018835940364144593]",,0.00048828125,0.00048828125,0.000390625,0.00048828125,9.765625e-05,0.0,,0.0,0.2,1.0,1,0.00048828125,,,,True
B-historical-like-growth,c10-eclip,0.2,public-lock-budget-1R,4,104,4096,3.513671875,3.51611328125,0.00244140625,0.0009128051580363914,"[0.0006523081402486728, 0.004230504359751327]",0.0006948304613674264,-0.006103515625,0.0012171207163215135,"[-0.008489072228990167, -0.0037179590210098335]",-2.5,0.00732421875,0.00732421875,0.005859375,0.00732421875,0.00146484375,0.0,3.0,0.0,0.2,1.0,1,0.00732421875,,,,True
B-historical-like-growth,c10-eclip,0.2,public-lock-budget-1R,10,261,4096,9.2568359375,9.27001953125,0.01318359375,0.002529116422651353,"[0.008226525561603349, 0.01814066193839665]",0.001424200865070155,-0.012939453125,0.002047456203549174,"[-0.01695246728395638, -0.008926438966043618]",-0.9814814814814815,0.01953125,0.01904296875,0.015234375000000001,0.01904296875,0.0038085937500000003,0.0,1.4444444444444444,0.0,0.2,1.0,1,0.01904296875,,,,True
B-historical-like-growth,c10-eclip,0.2,public-lock-budget-1R,25,652,4096,23.072509765625,23.10986328125,0.037353515625,0.005531874542808754,"[0.026511041521094843, 0.04819598972890515]",0.0016189619596846728,-0.03125,0.0035383657317018618,"[-0.03818519683413565, -0.024314803165864353]",-0.8366013071895425,0.051025390625,0.0498046875,0.039843750000000004,0.0498046875,0.009960937500000001,0.0,1.3333333333333333,0.0,0.2,1.0,1,0.0498046875,,,,True
B-historical-like-growth,c10-eclip,0.2,public-lock-budget-1R,50,1304,4096,46.181884765625,46.264892578125,0.0830078125,0.00889724807661018,"[0.06556920626984405, 0.10044641873015595]",0.0017974106713328857,-0.060546875,0.005721014716294839,"[-0.07176006384393789, -0.049333686156062116]",-0.7294117647058823,0.10498046875,0.09814453125,0.078515625,0.09814453125,0.01962890625,0.0,1.1823529411764706,0.0,0.2,1.0,1,0.09814453125,,,,True
B-historical-like-growth,c10-eclip,0.2,public-lock-budget-1R,100,2609,4096,92.31640625,92.472900390625,0.156494140625,0.01621609221488402,"[0.12471059988382732, 0.18827768136617268]",0.001695193162103838,-0.105712890625,0.009604394603376327,"[-0.1245375040476176, -0.0868882772023824]",-0.6755070202808112,0.21337890625,0.189453125,0.15156250000000002,0.189453125,0.037890625000000004,0.0,1.2106084243369735,0.0,0.2,1.0,1,0.189453125,,,,True
B-historical-like-growth,c10-eclip,0.3,shallow-lock,1,26,4096,0.687744140625,0.687744140625,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.000244140625,0.000244140625,0.0001708984375,0.000244140625,7.32421875e-05,0.0,,0.0,0.3,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.3,shallow-lock,4,104,4096,3.50341796875,3.50390625,0.00048828125,0.000345224823286452,"[-0.00018835940364144593, 0.001164921903641446]",0.00013937282229965157,0.0,0.0003453091375686437,"[-0.0006768059096345416, 0.0006768059096345416]",0.0,0.003662109375,0.003662109375,0.0025634765625,0.003662109375,0.0010986328125,0.0,7.5,0.0,0.3,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.3,shallow-lock,10,261,4096,9.208984375,9.21240234375,0.00341796875,0.0011949928593820635,"[0.0010757827456111557, 0.005760154754388845]",0.0003711558854718982,0.0009765625,0.0005978982471660605,"[-0.00019531806444547857, 0.0021484430644454783]",0.2857142857142857,0.009521484375,0.009521484375,0.006665039062499999,0.009521484375,0.0028564453125,0.0,2.7857142857142856,0.0,0.3,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.3,shallow-lock,25,652,4096,23.102294921875,23.112060546875,0.009765625,0.003290502346808015,"[0.0033162404002562906, 0.01621500959974371]",0.0004227123336891162,0.002685546875,0.0019375882957064568,"[-0.001112126184584655, 0.006483219934584655]",0.275,0.02099609375,0.02099609375,0.014697265624999999,0.02099609375,0.006298828125,0.0,2.15,0.0,0.3,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.3,shallow-lock,50,1304,4096,46.28125,46.311279296875,0.030029296875,0.005574932326099072,"[0.01910242951584582, 0.04095616423415418]",0.0006488436866981769,0.003662109375,0.0033916412939237078,"[-0.0029855075610904667, 0.010309726311090468]",0.12195121951219512,0.04248046875,0.04248046875,0.029736328125,0.04248046875,0.012744140624999999,0.0,1.4146341463414633,0.0,0.3,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.3,shallow-lock,100,2609,4096,92.61279296875,92.69091796875,0.078125,0.011255700800879771,"[0.056063826430275646, 0.10018617356972435]",0.0008435659642222586,0.011962890625,0.006387816879550107,"[-0.0005572304589182096, 0.024483011708918208]",0.153125,0.09033203125,0.09033203125,0.063232421875,0.09033203125,0.027099609375,0.0,1.15625,0.0,0.3,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.3,public-lock,1,26,4096,0.687744140625,0.687744140625,0.0,0.0,"[0.0, 0.0]",0.0,-0.000732421875,0.00042276069059612694,"[-0.0015610328285684087, 9.618907856840883e-05]",,0.0009765625,0.0009765625,0.00068359375,0.0009765625,0.00029296875,0.0,,0.0,0.3,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.3,public-lock,4,104,4096,3.50341796875,3.505859375,0.00244140625,0.0008449703285023925,"[0.0007852644061353106, 0.00409754809386469]",0.0006968641114982578,-0.005615234375,0.0012176946099514104,"[-0.008001915810504764, -0.0032285529394952355]",-2.3,0.010009765625,0.010009765625,0.0070068359375,0.010009765625,0.0030029296874999997,0.0,4.1,0.0,0.3,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.3,public-lock,10,261,4096,9.208984375,9.22216796875,0.01318359375,0.002281237794365325,"[0.008712367673043963, 0.017654819826956037]",0.0014316012725344644,-0.013916015625,0.0020748279204946527,"[-0.017982678349169518, -0.009849352900830482]",-1.0555555555555556,0.029541015625,0.029541015625,0.020678710937499997,0.029541015625,0.0088623046875,0.0,2.240740740740741,0.0,0.3,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.3,public-lock,25,652,4096,23.102294921875,23.143798828125,0.04150390625,0.005710375109105262,"[0.030311571036153687, 0.05269624146384631]",0.0017965274181787438,-0.03662109375,0.004357651068053114,"[-0.0451620898433841, -0.0280800976566159]",-0.8823529411764706,0.073974609375,0.073974609375,0.0517822265625,0.073974609375,0.022192382812499998,0.0,1.7823529411764707,0.0,0.3,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.3,public-lock,50,1304,4096,46.28125,46.393798828125,0.112548828125,0.01077429526703567,"[0.09143120940161009, 0.1336664468483899]",0.0024318450371370696,-0.078857421875,0.007602798612191466,"[-0.09375890715489527, -0.06395593659510473]",-0.7006507592190889,0.1513671875,0.1513671875,0.10595703125,0.1513671875,0.04541015625,0.0,1.3449023861171367,0.0,0.3,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.3,public-lock,100,2609,4096,92.61279296875,92.88330078125,0.2705078125,0.020793628235195222,"[0.22975230115901737, 0.31126332384098265]",0.0029208471511195703,-0.167724609375,0.013453266142869092,"[-0.1940930110150234, -0.1413562077349766]",-0.6200361010830325,0.310546875,0.310546875,0.2173828125,0.310546875,0.09316406249999999,0.0,1.148014440433213,0.0,0.3,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.3,threshold,1,26,4096,0.687744140625,0.687744140625,0.0,0.0,"[0.0, 0.0]",0.0,-0.000732421875,0.00042276069059612694,"[-0.0015610328285684087, 9.618907856840883e-05]",,0.0009765625,0.0009765625,0.00068359375,0.0009765625,0.00029296875,0.0,,0.0,0.3,1.0,,,100.0,0.3,,
B-historical-like-growth,c10-eclip,0.3,threshold,4,104,4096,3.50341796875,3.505859375,0.00244140625,0.0008449703285023925,"[0.0007852644061353106, 0.00409754809386469]",0.0006968641114982578,-0.005615234375,0.0012176946099514104,"[-0.008001915810504764, -0.0032285529394952355]",-2.3,0.010009765625,0.010009765625,0.0070068359375,0.010009765625,0.0030029296874999997,0.0,4.1,0.0,0.3,1.0,,,100.0,0.3,,
B-historical-like-growth,c10-eclip,0.3,threshold,10,261,4096,9.208984375,9.22216796875,0.01318359375,0.002281237794365325,"[0.008712367673043963, 0.017654819826956037]",0.0014316012725344644,-0.012939453125,0.0020181274749042975,"[-0.016894982975812423, -0.008983923274187577]",-0.9814814814814815,0.029541015625,0.0283203125,0.019824218749999997,0.0283203125,0.00849609375,0.0,2.1481481481481484,0.0,0.3,1.0,,,100.0,0.3,,
B-historical-like-growth,c10-eclip,0.3,threshold,25,652,4096,23.102294921875,23.143798828125,0.04150390625,0.005710375109105262,"[0.030311571036153687, 0.05269624146384631]",0.0017965274181787438,-0.03564453125,0.0043321910974699895,"[-0.044135625801041176, -0.02715343669895882]",-0.8588235294117647,0.073974609375,0.07275390625,0.050927734375,0.07275390625,0.021826171874999998,0.0,1.7529411764705882,0.0,0.3,1.0,,,100.0,0.3,,
B-historical-like-growth,c10-eclip,0.3,threshold,50,1304,4096,46.28125,46.392578125,0.111328125,0.01075801287060254,"[0.09024241977361902, 0.13241383022638098]",0.0024054692775151926,-0.076416015625,0.007561725273787672,"[-0.09123699716162384, -0.06159503408837616]",-0.6864035087719298,0.1513671875,0.147216796875,0.10305175781249999,0.147216796875,0.0441650390625,0.0,1.3223684210526316,0.0,0.3,1.0,,,100.0,0.3,,
B-historical-like-growth,c10-eclip,0.3,threshold,100,2609,4096,92.61279296875,92.8818359375,0.26904296875,0.020752353271186113,"[0.22836835633847521, 0.30971758116152476]",0.0029050302892904027,-0.1611328125,0.013408608464300947,"[-0.18741368509002987, -0.13485193990997013]",-0.5989110707803993,0.310546875,0.301025390625,0.21071777343749998,0.301025390625,0.0903076171875,0.0,1.118874773139746,0.0,0.3,1.0,,,100.0,0.3,,
B-historical-like-growth,c10-eclip,0.3,all-discoveries-public-lock,1,26,4096,0.687744140625,0.687744140625,0.0,0.0,"[0.0, 0.0]",0.0,,,,,0.004150390625,0.0,0.0,0.004150390625,,0.004150390625,,0.0,0.3,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
B-historical-like-growth,c10-eclip,0.3,all-discoveries-public-lock,4,104,4096,3.50341796875,3.5126953125,0.00927734375,0.0016496863684567807,"[0.00604395846782471, 0.01251072903217529]",0.00264808362369338,,,,,0.032470703125,0.0,0.0,0.032470703125,,0.032470703125,0.0,0.0,0.3,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
B-historical-like-growth,c10-eclip,0.3,all-discoveries-public-lock,10,261,4096,9.208984375,9.268798828125,0.059814453125,0.0052045857567372756,"[0.04961346504179494, 0.07001544120820506]",0.006495227995758218,,,,,0.101806640625,0.0,0.0,0.101806640625,,0.101806640625,0.0,0.0,0.3,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
B-historical-like-growth,c10-eclip,0.3,all-discoveries-public-lock,25,652,4096,23.102294921875,23.302978515625,0.20068359375,0.012318000457648307,"[0.1765403128530093, 0.2248268746469907]",0.008686738457311338,,,,,0.26025390625,0.0,0.0,0.26025390625,,0.26025390625,0.0,0.0,0.3,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
B-historical-like-growth,c10-eclip,0.3,all-discoveries-public-lock,50,1304,4096,46.28125,46.732177734375,0.450927734375,0.021420492561713647,"[0.40894356895404127, 0.49291189979595873]",0.009743205604321405,,,,,0.53515625,0.0,0.0,0.53515625,,0.53515625,0.0,0.0,0.3,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
B-historical-like-growth,c10-eclip,0.3,all-discoveries-public-lock,100,2609,4096,92.61279296875,93.57763671875,0.96484375,0.03686968481785537,"[0.8925791677570035, 1.0371083322429966]",0.010418039658144893,,,,,1.095947265625,0.0,0.0,1.095947265625,,1.095947265625,0.0,0.0,0.3,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
B-historical-like-growth,c10-eclip,0.3,omniscient-hard-ceiling,1,26,4096,0.687744140625,26.0,25.312255859375,0.01201066579484269,"[25.28871495441711, 25.33579676433289]",36.80475683351083,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
B-historical-like-growth,c10-eclip,0.3,omniscient-hard-ceiling,4,104,4096,3.50341796875,104.0,100.49658203125,0.01943871493375667,"[100.45848214997984, 100.53468191252016]",28.685296167247387,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
B-historical-like-growth,c10-eclip,0.3,omniscient-hard-ceiling,10,261,4096,9.208984375,261.0,251.791015625,0.030523364216058228,"[251.73118983113653, 251.85084141886347]",27.34188759278897,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
B-historical-like-growth,c10-eclip,0.3,omniscient-hard-ceiling,25,652,4096,23.102294921875,652.0,628.897705078125,0.052401807008901805,"[628.7949975363875, 629.0004126198625]",27.222304416287106,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
B-historical-like-growth,c10-eclip,0.3,omniscient-hard-ceiling,50,1304,4096,46.28125,1304.0,1257.71875,0.07857812731600851,"[1257.5647368704606, 1257.8727631295394]",27.175557056043214,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
B-historical-like-growth,c10-eclip,0.3,omniscient-hard-ceiling,100,2609,4096,92.61279296875,2609.0,2516.38720703125,0.1111224681921094,"[2516.1694069935934, 2516.6050070689066]",27.17105408839517,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
B-historical-like-growth,c10-eclip,0.3,public-lock-budget-1R,1,26,4096,0.687744140625,0.687744140625,0.0,0.0,"[0.0, 0.0]",0.0,-0.000732421875,0.00042276069059612694,"[-0.0015610328285684087, 9.618907856840883e-05]",,0.0009765625,0.0009765625,0.00068359375,0.0009765625,0.00029296875,0.0,,0.0,0.3,1.0,1,0.0009765625,,,,True
B-historical-like-growth,c10-eclip,0.3,public-lock-budget-1R,4,104,4096,3.50341796875,3.505859375,0.00244140625,0.0008449703285023925,"[0.0007852644061353106, 0.00409754809386469]",0.0006968641114982578,-0.005615234375,0.0012176946099514104,"[-0.008001915810504764, -0.0032285529394952355]",-2.3,0.010009765625,0.010009765625,0.0070068359375,0.010009765625,0.0030029296874999997,0.0,4.1,0.0,0.3,1.0,1,0.010009765625,,,,True
B-historical-like-growth,c10-eclip,0.3,public-lock-budget-1R,10,261,4096,9.208984375,9.221923828125,0.012939453125,0.0022684761646001926,"[0.008493239842383623, 0.01738566640761638]",0.0014050901378579003,-0.013427734375,0.0020173483892725916,"[-0.01738173721797428, -0.009473731532025721]",-1.0377358490566038,0.029541015625,0.029052734375,0.0203369140625,0.029052734375,0.008715820312499999,0.0,2.2452830188679247,0.0,0.3,1.0,1,0.029052734375,,,,True
B-historical-like-growth,c10-eclip,0.3,public-lock-budget-1R,25,652,4096,23.102294921875,23.139892578125,0.03759765625,0.005536857107483919,"[0.02674541631933152, 0.04844989618066848]",0.0016274424847030975,-0.032958984375,0.004147668291039601,"[-0.04108841422543762, -0.024829554524562383]",-0.8766233766233766,0.073974609375,0.0693359375,0.048535156249999996,0.0693359375,0.02080078125,0.0,1.844155844155844,0.0,0.3,1.0,1,0.0693359375,,,,True
B-historical-like-growth,c10-eclip,0.3,public-lock-budget-1R,50,1304,4096,46.28125,46.384521484375,0.103271484375,0.01047749001343743,"[0.08273560394866264, 0.12380736480133736]",0.0022313892640108035,-0.072265625,0.007278611149594312,"[-0.08653170285320486, -0.05799954714679515]",-0.6997635933806147,0.1513671875,0.140380859375,0.0982666015625,0.140380859375,0.0421142578125,0.0,1.3593380614657211,0.0,0.3,1.0,1,0.140380859375,,,,True
B-historical-like-growth,c10-eclip,0.3,public-lock-budget-1R,100,2609,4096,92.61279296875,92.842529296875,0.229736328125,0.01978054517394359,"[0.19096645958407057, 0.26850619666592945]",0.002480611163541079,-0.144775390625,0.012973582290907348,"[-0.1702036119151784, -0.1193471693348216]",-0.6301806588735388,0.3095703125,0.266845703125,0.18679199218749998,0.266845703125,0.0800537109375,0.0,1.1615302869287991,0.0,0.3,1.0,1,0.266845703125,,,,True
B-historical-like-growth,c10-eclip,0.5,shallow-lock,1,26,4096,0.700439453125,0.700439453125,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.00048828125,0.00048828125,0.000244140625,0.00048828125,0.000244140625,0.0,,0.0,0.5,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.5,shallow-lock,4,104,4096,3.502197265625,3.50439453125,0.002197265625,0.000809093449307695,"[0.000611442464356918, 0.0037830887856430823]",0.0006273963053328686,0.001220703125,0.0005456483432585137,"[0.00015123237221331318, 0.0022901738777866866]",0.5555555555555556,0.006591796875,0.006591796875,0.0032958984375,0.006591796875,0.0032958984375,0.0,3.0,0.0,0.5,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.5,shallow-lock,10,261,4096,9.2392578125,9.25439453125,0.01513671875,0.002664273410744448,"[0.009914742864940882, 0.02035869463505912]",0.0016383046189620547,0.009521484375,0.001901218647824806,"[0.00579509582526338, 0.01324787292473662]",0.6290322580645161,0.02197265625,0.02197265625,0.010986328125,0.02197265625,0.010986328125,0.0,1.4516129032258065,0.0,0.5,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.5,shallow-lock,25,652,4096,23.166748046875,23.210205078125,0.04345703125,0.005675398334923969,"[0.032333250513549024, 0.054580811986450976]",0.001875836486073495,0.0244140625,0.004154906952413048,"[0.016270444873270427, 0.03255768012672958]",0.5617977528089888,0.0634765625,0.0634765625,0.03173828125,0.0634765625,0.03173828125,0.0,1.4606741573033708,0.0,0.5,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.5,shallow-lock,50,1304,4096,46.29833984375,46.412353515625,0.114013671875,0.010753914563984134,"[0.0929359993295911, 0.1350913444204089]",0.0024625866123878125,0.06298828125,0.007603661040244887,"[0.04808510561112002, 0.07789145688887998]",0.5524625267665952,0.13330078125,0.13330078125,0.066650390625,0.13330078125,0.066650390625,0.0,1.1691648822269807,0.0,0.5,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.5,shallow-lock,100,2609,4096,92.7314453125,92.951416015625,0.219970703125,0.018551822027040955,"[0.18360913195199974, 0.25633227429800026]",0.00237212633086555,0.099853515625,0.014271255090785055,"[0.07188185564706129, 0.1278251756029387]",0.45394006659267483,0.259521484375,0.259521484375,0.1297607421875,0.259521484375,0.1297607421875,0.0,1.1798002219755828,0.0,0.5,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.5,public-lock,1,26,4096,0.700439453125,0.700439453125,0.0,0.0,"[0.0, 0.0]",0.0,-0.001953125,0.0006899435135935306,"[-0.0033054142866433198, -0.00060083571335668]",,0.00244140625,0.00244140625,0.001220703125,0.00244140625,0.001220703125,0.0,,0.0,0.5,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.5,public-lock,4,104,4096,3.502197265625,3.508056640625,0.005859375,0.0013342383809843226,"[0.0032442677732707277, 0.008474482226729273]",0.001673056814220983,-0.005615234375,0.001399904912863127,"[-0.008359048004211729, -0.002871420745788271]",-0.9583333333333334,0.015380859375,0.015380859375,0.0076904296875,0.015380859375,0.0076904296875,0.0,2.625,0.0,0.5,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.5,public-lock,10,261,4096,9.2392578125,9.269287109375,0.030029296875,0.0037455011908612617,"[0.02268811454091193, 0.03737047920908807]",0.0032501849698763343,-0.00927734375,0.0031614881850268793,"[-0.015473860592652683, -0.003080826907347317]",-0.3089430894308943,0.048095703125,0.048095703125,0.0240478515625,0.048095703125,0.0240478515625,0.0,1.6016260162601625,0.0,0.5,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.5,public-lock,25,652,4096,23.166748046875,23.266357421875,0.099609375,0.008434875905513884,"[0.08307701822519278, 0.11614173177480722]",0.0042996701478538535,-0.008056640625,0.006180619422921838,"[-0.0201706546939268, 0.004057373443926803]",-0.08088235294117647,0.12890625,0.12890625,0.064453125,0.12890625,0.064453125,0.0,1.2941176470588236,0.0,0.5,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.5,public-lock,50,1304,4096,46.29833984375,46.515625,0.21728515625,0.014720492916023538,"[0.18843299013459386, 0.24613732236540614]",0.004693152216327951,-0.010498046875,0.011158745281092553,"[-0.032369187625941404, 0.011373093875941404]",-0.048314606741573035,0.257080078125,0.257080078125,0.1285400390625,0.257080078125,0.1285400390625,0.0,1.1831460674157304,0.0,0.5,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.5,public-lock,100,2609,4096,92.7314453125,93.16943359375,0.43798828125,0.026370688239530978,"[0.3863017323005193, 0.4896748301994807]",0.004723190496751161,-0.0537109375,0.02000437496528239,"[-0.09291951243195348, -0.014502362568046517]",-0.12263099219620958,0.523193359375,0.523193359375,0.2615966796875,0.523193359375,0.2615966796875,0.0,1.1945373467112597,0.0,0.5,1.0,,,,,,
B-historical-like-growth,c10-eclip,0.5,threshold,1,26,4096,0.700439453125,0.700439453125,0.0,0.0,"[0.0, 0.0]",0.0,-0.001953125,0.0006899435135935306,"[-0.0033054142866433198, -0.00060083571335668]",,0.00244140625,0.002197265625,0.0010986328125,0.002197265625,0.0010986328125,0.0,,0.0,0.5,1.0,,,100.0,0.5,,
B-historical-like-growth,c10-eclip,0.5,threshold,4,104,4096,3.502197265625,3.508056640625,0.005859375,0.0013342383809843226,"[0.0032442677732707277, 0.008474482226729273]",0.001673056814220983,-0.005126953125,0.0013571205715871989,"[-0.0077869094453109095, -0.0024669968046890905]",-0.875,0.015380859375,0.0146484375,0.00732421875,0.0146484375,0.00732421875,0.0,2.5,0.0,0.5,1.0,,,100.0,0.5,,
